H2,CO,C2H4,C2H6,CH4,C2H2,CO2,H2O,TDCG,Rogers Ratios,Duval’s Triangle,Japan ETRA diagram,Transformer condition,Warning gases,Fault
76.90187668,85.01970606,56.40698517,272.9775742,0.175296965,4.264703961,7906.699243,4.717870613,1211.036343,-,Electrical and thermal fault,No diagnosis available,Warning,-,Arcing
28.17937913,437.6988379,69.44521106,255.424387,29.94343473,1.965421647,4776.139982,43.06306682,869.4191713,-,Thermal fault 300°C-700°C,-,Warning,C?H?,Arcing
103.2528185,115.7956211,40.11576589,81.17895624,86.41444178,4.915115363,10528.09035,27.31613828,1025.628222,-,Thermal fault,Discharges + overheating,Warning,-,Thermal
58.42885884,930.8286971,41.96266641,381.2964419,3.048988916,0.670649835,5885.720043,24.23805631,392.487981,-,PD,Thermal fault LOW temperature,Warning,-,Arcing
136.6219708,1296.668314,98.03302652,36.62677529,123.9535354,2.806877551,2775.981647,35.35151844,300.5548063,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,-,PD
138.3681297,479.1441637,93.60038964,82.47822325,93.56254138,1.599076212,3051.180779,1.842777468,1217.059769,-,-,-,Warning,C?H?,Arcing
83.54294149,1388.685606,64.43916366,56.16226515,107.351907,2.170248221,5049.32151,13.94784174,1087.863977,-,-,Discharges + overheating,Warning,C?H?,PD
111.1632026,1174.134045,76.97122393,100.451451,113.5408868,3.350388885,8493.278555,4.397575658,1067.821541,-,PD,Thermal fault LOW temperature,Warning,-,Arcing
39.95387412,1163.375904,40.50895193,285.7072443,46.07053498,0.232874926,4577.739666,36.38946966,1429.302214,-,Electrical and thermal fault,Discharges + overheating,Warning,C?H?,Thermal
99.35421348,829.1440327,19.68965103,246.8672156,139.0299623,2.430692533,1751.568367,40.15437942,119.3021273,-,Thermal fault,Discharges + overheating,Warning,CO,Arcing
16.85150673,385.9210405,81.0596176,203.9060387,135.8651617,1.405106308,6713.642748,2.888415506,951.33046,-,PD,Thermal fault LOW temperature,Warning,CO? & CO,Electrical
145.4625202,140.288568,11.12406147,201.3038853,126.0275706,4.108017855,9140.35816,46.8695853,658.937991,-,PD,No diagnosis available,Warning,C?H?,Arcing
75.45931861,1183.819201,31.79715382,252.5571266,98.92040344,1.254847011,706.3048566,7.403763569,338.7510032,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,-,Thermal
101.637961,1194.175738,66.15190336,242.3036339,70.33417057,2.820954097,7521.385625,49.11196572,1466.318439,-,Electrical and thermal fault,-,Warning,CO? & CO,Thermal
0.625854101,591.0206826,43.34335048,197.2814927,72.11018795,1.260334089,9707.562062,34.15597789,236.449787,-,PD,Thermal fault LOW temperature,Warning,CO? & CO,Arcing
100.6660163,1166.455848,50.64931414,167.43902,104.3133407,0.076999805,2757.29838,25.41323896,1491.434027,-,-,-,Warning,CO? & CO,Arcing
134.3225564,155.9747134,49.31357836,162.1190895,34.38577889,4.989418829,3210.723913,31.16885238,54.86031017,-,-,Discharges + overheating,Warning,Ethane & Carbon Dioxide,PD
90.83704126,392.7381227,35.60608768,350.7170748,11.03072581,0.222232554,4370.225071,36.50983695,1190.71494,-,-,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),PD
114.2423436,429.7711692,73.07565614,267.1596311,115.4049525,2.950798498,2816.365584,13.97896157,1061.273486,-,Thermal fault,No diagnosis available,Warning,-,Electrical
75.39618611,831.1476291,93.91274376,301.6655055,23.7842547,4.541696202,6394.231906,8.735603824,1157.069428,-,PD,Thermal fault LOW temperature,Warning,C?H?,Thermal
22.43006267,1144.359191,39.46428531,159.2879814,68.57925878,4.033228166,5374.730008,1.614668791,501.5742919,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,CO,PD
136.7782202,69.77186163,52.69083725,204.9791531,40.43969057,4.694804144,10809.81803,6.79820071,291.7782424,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Arcing
5.404179151,1077.940536,72.10877639,229.4862635,109.5353372,2.193189069,30.34893048,22.5868743,1156.930488,-,Electrical and thermal fault,-,Warning,Ethane & Carbon Dioxide,Overheating
47.45037323,168.4151698,66.67549692,345.8219594,38.8360203,1.875411339,4551.202765,46.77644927,1063.029966,-,Electrical and thermal fault,Discharges + overheating,Warning,Carbon Dioxide (CO?),Electrical
94.75390579,468.7337422,54.10593379,7.720216344,84.42060071,3.787028865,391.8267237,27.56454045,236.4380602,-,-,-,Warning,CO,Thermal
110.3470891,895.4121772,54.37973948,181.8218789,55.02406834,3.617568807,1934.711567,43.37201871,637.6246773,-,-,No diagnosis available,Warning,-,Arcing
11.45264722,83.55385058,77.54075143,222.9122951,15.35612125,1.242488982,10124.24331,35.32705928,47.25148683,-,PD,Discharges + overheating,Warning,CO? & CO,Arcing
24.68853599,1063.820561,15.41906055,362.5569084,118.4835921,4.692112812,6817.427,18.10821573,727.4400814,-,-,-,Warning,C?H?,Electrical
80.83094946,1494.37937,77.63907223,318.8377151,71.79936001,4.475383025,6686.640214,32.99810496,1314.717146,-,Electrical and thermal fault,No diagnosis available,Warning,CO? & CO,Arcing
58.17276217,488.4857944,72.10765349,359.0852467,117.0733792,4.091194979,5216.194911,36.70471567,127.1305901,-,PD,No diagnosis available,Warning,CO,Electrical
6.62835609,118.8035264,74.68590288,387.1402579,52.31056273,1.900095359,10899.2718,36.09507724,1081.10287,-,Electrical and thermal fault,-,Warning,C?H?,Thermal
63.10211056,1178.427343,49.65918227,339.6461038,24.69348242,1.844021995,3780.242599,0.484538094,1093.174548,-,PD,-,Warning,-,Arcing
90.46791254,1038.594996,27.71388058,153.0831126,107.9253567,1.266752962,4264.139051,49.6556795,648.3042729,-,-,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Thermal
106.0903248,317.7917074,46.1764936,38.58320323,15.01836707,0.181901465,9963.816079,47.53331367,720.3739202,-,-,Thermal fault LOW temperature,Warning,C?H?,Electrical
68.17171338,933.8185911,64.10025074,285.3314137,128.6477058,1.818187546,2298.865382,22.83830327,1235.511664,-,-,Discharges + overheating,Warning,CO,PD
95.05225835,806.8287689,63.38531706,382.9973796,141.4462912,4.952624327,422.6214872,21.60949902,240.7678001,-,-,No diagnosis available,Warning,Carbon Dioxide (CO?),Arcing
32.32925724,224.0532942,99.80278746,170.7544007,33.51087001,2.818507692,5199.137104,21.85318558,1184.726749,-,Thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,Overheating
127.2596783,353.3054258,74.78997056,343.5799216,140.9200554,4.788297204,2877.526062,21.47297215,435.165057,-,-,No diagnosis available,Warning,C?H?,PD
63.88072542,441.1562664,51.17326623,280.401096,37.6981426,4.366547841,9941.933025,13.34325499,569.2939976,-,Thermal fault 300°C-700°C,-,Warning,CO? & CO,Thermal
42.93193229,783.7234213,30.77326288,342.198988,77.49872157,0.158537161,8016.36584,23.01556262,550.0821901,-,Electrical and thermal fault,-,Warning,Carbon Dioxide (CO?),Overheating
45.54652822,66.78541616,18.97785167,272.2714886,35.8239754,0.128618982,4635.154708,39.64179253,486.905383,-,Electrical and thermal fault,No diagnosis available,Warning,Carbon Dioxide (CO?),Thermal
9.365304155,826.5462547,61.71512592,168.9607804,49.94223716,0.017044357,6083.05796,1.55639644,1095.601193,-,PD,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Electrical
13.31272702,18.92441383,1.682307611,359.8887827,52.77079183,2.989311061,7126.619788,34.5407268,1056.712189,-,PD,Discharges + overheating,Warning,C?H?,Electrical
0.747823681,1184.499747,67.10730754,156.758344,130.3985306,1.509259352,9543.647158,36.89530762,657.2630249,-,Thermal fault,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Thermal
57.62891134,149.1381238,31.20677746,135.216324,103.2751888,1.515693484,1571.312077,19.59290631,1070.697491,-,-,Thermal fault LOW temperature,Warning,CO? & CO,PD
71.21305032,559.0807529,2.062358803,311.9969549,51.91671806,4.406050167,1454.960111,16.23581772,581.4499006,-,PD,No diagnosis available,Warning,Ethane & Carbon Dioxide,Arcing
97.89314451,957.537816,86.87714154,336.8223143,72.90529042,1.951624875,10567.26279,20.42082158,920.2839007,-,Electrical and thermal fault,Discharges + overheating,Warning,CO? & CO,Thermal
83.53342932,673.2227211,49.79932663,60.02850078,32.96977503,0.387787987,2158.762405,0.575139243,1318.97158,-,Electrical and thermal fault,Discharges + overheating,Warning,-,Thermal
144.6713922,1185.012703,46.9079415,316.2202405,19.23629522,0.498301739,9426.737857,6.086520674,145.1099618,-,Electrical and thermal fault,Discharges + overheating,Warning,C?H?,Overheating
56.65621624,1086.573348,95.22504551,380.0642458,6.858906781,0.903937164,2201.295151,41.41258828,109.8625026,-,Electrical and thermal fault,-,Warning,CO,PD
20.42070178,497.6296396,38.4108219,71.26208715,67.91623713,1.360468459,735.9004468,12.12170156,613.4542173,-,Thermal fault,-,Warning,CO,Thermal
105.5542364,728.3234999,97.53557102,220.6781688,74.6737661,1.316322472,4650.212339,10.3488629,318.0561898,-,Electrical and thermal fault,No diagnosis available,Warning,Carbon Dioxide (CO?),Overheating
141.9513824,995.0474485,68.92031509,159.1697072,115.5839174,2.430224159,6050.707776,3.114310177,370.4709664,-,Thermal fault,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Arcing
94.33041095,786.1449693,83.54104445,99.21372861,53.8928385,4.542580843,373.2481576,38.07144939,684.8206367,-,Electrical and thermal fault,Discharges + overheating,Warning,-,Arcing
6.468495019,548.9302533,80.36966727,364.0332704,125.5353045,0.955610805,3852.124037,0.632416617,824.5306705,-,Thermal fault,Thermal fault LOW temperature,Warning,C?H?,Electrical
117.681297,192.7504349,85.57471086,244.0996254,38.64597853,0.509106591,1976.756228,23.60432913,50.99847182,-,Thermal fault,No diagnosis available,Warning,Carbon Dioxide (CO?),PD
140.4950186,1483.951815,10.06719399,392.3556097,49.02175654,0.013193123,3923.690635,17.78481415,666.9285016,-,Electrical and thermal fault,No diagnosis available,Warning,-,PD
135.1660122,269.0889131,47.29145361,365.0181679,64.48614945,0.75743213,7571.815476,9.663305949,171.3389613,-,Thermal fault 300°C-700°C,-,Warning,C?H?,Electrical
117.4500939,222.2184252,92.03573777,45.49740904,48.52238725,4.203250465,5158.177589,5.683347214,313.6241162,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,CO? & CO,Thermal
51.31836776,316.10677,16.57754943,259.4681519,33.98646335,3.532678418,5086.847988,27.35307937,1319.77127,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,C?H?,PD
113.2588797,616.1971773,86.55779905,210.6518956,19.48697816,3.782406511,5423.879766,42.57542006,741.1455791,-,Thermal fault,No diagnosis available,Warning,CO? & CO,Overheating
126.7115958,499.2191435,59.69958978,16.87201031,104.2295096,3.377095243,10542.81089,26.4488837,310.8238696,-,Thermal fault,Thermal fault LOW temperature,Warning,-,Arcing
86.14246213,325.2347122,78.47131068,34.72113355,103.3390746,2.803665865,8129.386328,28.65648956,418.5929058,-,-,Discharges + overheating,Warning,CO? & CO,Thermal
59.21021872,1385.934353,7.162200598,116.1644438,17.20997004,0.896357649,6510.313086,12.80635488,1384.361023,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,CO? & CO,Electrical
68.17451394,180.876806,97.92053889,361.4939854,144.1991279,0.343779334,9938.377546,20.75927624,142.7206406,-,Electrical and thermal fault,No diagnosis available,Warning,CO,Arcing
109.7239009,898.7820302,79.37166369,21.55055143,28.29027024,1.914421041,1198.705201,25.93541954,602.8394738,-,Thermal fault,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Thermal
18.35447099,567.1433727,72.36654264,225.6622449,12.80885469,1.727651669,2273.924037,38.33804076,510.934332,-,-,Discharges + overheating,Warning,CO,Arcing
133.9491454,1192.921605,98.9828254,88.3224592,35.84441037,2.439730599,5898.877501,47.28327169,729.4316331,-,Electrical and thermal fault,No diagnosis available,Warning,Carbon Dioxide (CO?),PD
21.84757707,672.3445846,72.16214526,134.9257912,147.8440534,3.775519315,5043.415722,40.37316581,44.44876285,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,CO,Electrical
57.06070185,1362.930403,26.04570888,19.54376074,96.76517279,0.290082729,8563.736607,32.97411238,606.3225754,-,-,No diagnosis available,Warning,C?H?,Electrical
44.81582023,1460.06599,77.04798366,22.77868179,25.13148741,3.056202491,7191.10689,34.34803572,950.5047191,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,-,Electrical
135.4086922,1121.612445,72.98823658,150.7089301,75.1014713,0.873364583,8421.527611,17.0684113,861.9095488,-,PD,No diagnosis available,Warning,-,PD
18.12175233,900.1676976,68.26322385,179.6624237,77.46421085,1.947432404,9837.602025,0.169736928,794.1349411,-,PD,-,Warning,Ethane & Carbon Dioxide,Electrical
13.14602279,1266.518337,71.0294443,152.7064534,43.27654272,0.015749699,8809.858219,49.07766418,787.4843969,-,PD,No diagnosis available,Warning,-,PD
22.11064954,807.507772,49.0205539,395.103087,87.17426423,1.51915126,7279.605824,30.68464804,941.5345125,-,-,-,Warning,Ethane & Carbon Dioxide,Electrical
148.4514839,181.6435599,89.08462442,120.7297823,99.93019641,1.11202277,8862.9339,11.49968693,765.2834039,-,-,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Arcing
122.9266053,714.7406887,55.14162222,373.6809737,17.25984434,2.879594394,7545.798735,8.846964491,1429.001805,-,Thermal fault,Discharges + overheating,Warning,CO,Electrical
127.3104877,1330.310363,47.11818103,60.46561818,94.34874139,0.543908216,3367.469684,13.4145815,1204.89912,-,-,Discharges + overheating,Warning,CO,Thermal
109.3605073,305.9142993,4.339044943,111.7686265,15.25681437,3.914595488,7351.392046,42.44958906,603.8144478,-,-,Discharges + overheating,Warning,CO,Electrical
95.98951837,95.94523863,80.51522428,242.0910615,10.31278588,3.704209777,3199.802908,17.59349553,1396.751199,-,-,Discharges + overheating,Warning,Carbon Dioxide (CO?),Thermal
21.65844254,1161.748764,5.021090381,224.1361561,130.7901638,1.74573898,8332.2223,31.09132343,456.5214904,-,PD,Discharges + overheating,Warning,CO,PD
10.95804673,268.5901567,74.91088083,160.2876085,92.2337136,3.133412441,9912.266232,8.192333553,1095.885148,-,Electrical and thermal fault,No diagnosis available,Warning,-,Overheating
61.31539933,913.7043302,71.5910303,93.26512476,28.13206612,3.68903446,2336.938123,15.86693366,295.1682745,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Thermal
10.01295223,1290.909706,14.73159625,367.0162497,126.8841271,0.86257112,3926.128916,35.61457203,1224.657947,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Electrical
100.9565986,1017.81553,91.6477017,396.5747241,130.0307819,3.915843321,3102.162016,29.14826347,1099.871839,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,C?H?,Electrical
93.55813304,960.2584619,92.93018765,263.1012491,81.32514463,0.649110507,2788.592836,46.86111714,1324.818124,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,-,Electrical
146.9875794,1203.613151,71.03599869,28.17806337,94.07432152,0.375353155,10491.84395,15.33494411,216.4714887,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,C?H?,Thermal
7.073596036,1331.807332,69.88966594,222.9384839,12.14984339,3.474319078,2327.830004,42.24795349,452.8464758,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,CO,PD
95.10627135,639.9389602,97.05882795,75.51318433,138.2314595,3.221827133,6826.43785,23.47984678,783.8639345,-,Electrical and thermal fault,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Arcing
9.535296626,1453.54247,31.26721056,289.4295099,135.4519863,3.245355858,8334.569485,46.07575667,130.6252608,-,Thermal fault,Discharges + overheating,Warning,CO? & CO,Electrical
116.4983259,718.2714436,10.96734332,85.18493673,27.75296445,2.046594669,31.82373358,2.971003671,766.6236146,-,-,Discharges + overheating,Warning,CO,Overheating
39.37798099,1431.085563,16.48558322,22.13610388,10.05425173,4.085869624,2079.084485,8.044519529,382.9932753,-,Thermal fault,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),Electrical
74.51787866,1156.843577,66.63594904,137.0161543,125.5777971,3.612504974,7016.700952,12.04902965,1201.533024,-,-,No diagnosis available,Warning,Ethane & Carbon Dioxide,Thermal
63.03586216,1253.5564,99.36597169,345.4419532,82.80250711,0.876818272,4702.588001,18.15702488,1374.713834,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,-,Arcing
60.18913415,1253.076438,24.71232208,248.3768701,58.40874131,4.583012139,4804.934245,41.38951976,412.1977351,-,PD,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Overheating
11.48403096,986.0297567,81.60890711,350.2607221,61.4336978,3.662679705,2642.813479,7.695303966,142.2874182,-,Thermal fault,Thermal fault LOW temperature,Warning,-,Thermal
110.4390999,1315.224639,16.55130342,215.3706472,68.99627981,0.12628067,3770.307523,0.119849249,688.733296,-,Electrical and thermal fault,-,Warning,-,PD
6.584420263,832.2096911,46.70298741,298.8950681,54.62078513,1.878119809,7107.293565,1.038674745,777.9863591,-,-,-,Warning,CO? & CO,Arcing
93.83739392,348.8370014,84.9007217,210.8139839,22.05724517,1.67441942,8601.414594,37.42330462,500.4075975,-,Electrical and thermal fault,No diagnosis available,Warning,C?H?,Electrical
128.0286985,157.4464235,8.835562481,177.293865,57.72195082,0.426597678,4791.740429,1.873024433,1118.144521,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Overheating
23.59985954,530.4668691,36.94923184,258.3343953,70.92806408,2.453503556,710.7731028,2.61791943,1487.540361,-,PD,No diagnosis available,Warning,CO? & CO,Arcing
46.05244486,1058.007149,64.16493104,95.90695868,63.44965671,4.719586529,10996.40267,44.01122995,1146.837637,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,C?H?,Overheating
95.00124076,1497.488259,18.08427054,175.9441375,127.3586301,2.422819342,687.0617919,4.011317965,1282.958089,-,Thermal fault,Discharges + overheating,Warning,Carbon Dioxide (CO?),Thermal
33.86012262,1014.906057,14.02724897,144.1559018,16.63731875,2.193844678,10830.8196,25.23466224,588.3468642,-,Thermal fault 300°C-700°C,Thermal fault LOW temperature,Warning,CO,Electrical
40.79024071,1407.137185,22.31364116,26.01257543,19.27499417,2.664704034,7274.59005,7.391746372,226.0724235,-,-,No diagnosis available,Warning,CO,PD
125.2468486,328.3355285,48.33860058,327.6134474,125.3170816,2.292395181,8772.103177,22.29035214,68.22817222,-,Thermal fault,Discharges + overheating,Warning,CO,Arcing
45.12875492,1039.714892,23.9434948,308.3851005,25.10009773,0.182970103,2087.161292,40.08029762,1031.15406,-,-,-,Warning,Ethane & Carbon Dioxide,Thermal
50.22151082,197.3687318,64.19159535,46.12550206,48.15684028,4.837810043,4203.415968,42.43877735,1022.338764,-,PD,-,Warning,-,Electrical
11.19114432,135.6972317,7.917429627,257.5532329,25.39212924,4.149859873,1523.654913,13.4658346,254.0775412,-,PD,Discharges + overheating,Warning,Ethane & Carbon Dioxide,PD
50.76781793,1093.013135,50.05182628,325.3905995,73.81298077,0.484428877,4878.098308,0.772685713,56.80451253,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,Carbon Dioxide (CO?),Thermal
145.9698885,929.0519165,49.96168314,320.0022023,60.57028558,3.96545383,10806.93172,16.68293342,466.5022045,-,-,-,Warning,Ethane & Carbon Dioxide,Thermal
86.31018599,787.3519187,6.823714248,105.6308478,134.0128551,2.766568668,1443.084453,1.067048441,880.8735552,-,Electrical and thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,Thermal
147.1338573,1138.995223,77.96778798,73.66168783,40.28607489,0.035673555,4844.12577,41.52786836,110.9499561,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,CO? & CO,Electrical
57.39395924,763.9955957,37.55296447,393.9027228,20.17832297,0.779501041,6170.767992,8.53024069,329.6349436,-,Electrical and thermal fault,Discharges + overheating,Warning,CO,Overheating
109.6573932,914.7012449,81.87501083,368.4665829,81.64250657,4.465613457,5945.339852,17.33594305,81.11622984,-,Thermal fault,-,Warning,CO? & CO,Arcing
82.10925167,1144.292058,3.2583949,392.5919457,69.11185902,3.375128832,676.7682193,32.56647559,494.2364525,-,-,Discharges + overheating,Warning,CO? & CO,Arcing
95.93673012,112.3530402,88.13469033,178.196486,13.64517313,2.391230169,3492.46754,7.342188794,258.5336872,-,PD,Thermal fault LOW temperature,Warning,C?H?,PD
8.051402942,628.7115279,69.53232891,56.46592593,113.5236462,0.471849712,10843.45805,10.57690891,1406.884029,-,Electrical and thermal fault,No diagnosis available,Warning,CO,Electrical
136.9040922,1429.334753,51.51660826,270.7815322,1.998934995,1.662602955,6982.647929,47.26299333,1303.928926,-,Thermal fault 300°C-700°C,Discharges + overheating,Warning,CO? & CO,Overheating
33.594831,855.5788013,46.9168899,185.0887703,62.26655415,2.527069173,8041.068684,30.36469714,539.9608442,-,Electrical and thermal fault,No diagnosis available,Warning,Carbon Dioxide (CO?),Thermal
53.42442425,101.2345163,57.6009973,340.7513499,105.7235299,2.690742511,3740.873591,22.09030087,545.9989565,-,Electrical and thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,Thermal
65.02698864,552.2577853,29.71860943,116.0420983,24.36797693,4.04178381,3071.665135,1.500653902,702.1696171,-,Thermal fault,Thermal fault LOW temperature,Warning,C?H?,Thermal
86.44247374,1314.454842,9.878969912,248.2068081,12.09503355,3.120287487,5808.490708,21.78433075,997.9641372,-,Electrical and thermal fault,No diagnosis available,Warning,C?H?,Arcing
63.00193885,1339.94048,67.64621429,273.2871854,58.67349653,3.249493726,6895.960818,30.67857688,56.05059145,-,Thermal fault 300°C-700°C,-,Warning,CO? & CO,PD
74.97782194,398.7120805,99.36897566,206.2733524,48.70358313,1.379049538,8555.358251,26.10875376,551.9151958,-,Electrical and thermal fault,Discharges + overheating,Warning,Carbon Dioxide (CO?),Electrical
41.29109684,1000.19807,22.80246224,10.41877075,3.638062525,4.339822322,7282.242048,20.89625852,1383.636962,-,PD,No diagnosis available,Warning,C?H?,Arcing
83.49565858,204.57712,10.5460456,352.1470716,40.62966529,3.021028574,4519.933704,9.772039139,883.3967363,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,C?H?,Electrical
74.66282216,110.0477787,7.823362495,297.2710589,45.62848978,4.099914973,6669.982601,49.81789801,557.6343873,-,Electrical and thermal fault,Discharges + overheating,Warning,CO,Thermal
133.7395121,11.71090236,68.1500368,100.2878567,55.49851395,1.258290155,2842.992648,23.23497733,807.3928341,-,Thermal fault 300°C-700°C,-,Warning,Ethane & Carbon Dioxide,Electrical
11.64662834,44.17254262,16.1799446,385.5078725,31.26683283,2.317093331,1476.778507,26.15727775,205.82794,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,Carbon Dioxide (CO?),PD
116.5164982,405.2667604,81.00730909,229.3217972,99.15837473,4.517254468,8857.937858,46.66462004,1039.539486,-,Electrical and thermal fault,Thermal fault LOW temperature,Warning,CO? & CO,Thermal
115.7220052,303.8616129,46.95136743,375.5565076,44.71974129,3.212810857,1829.396039,20.19888218,445.7469573,-,PD,-,Warning,Ethane & Carbon Dioxide,Electrical
24.88556961,1383.491158,23.31994666,64.13571297,7.571850675,0.88177367,1144.05383,12.725117,1459.535542,-,Electrical and thermal fault,-,Warning,CO? & CO,PD
95.33233891,781.2292525,24.30330959,239.6411334,45.60122193,0.086129484,1517.023507,10.2440328,834.8370411,-,Thermal fault,-,Warning,CO? & CO,Electrical
140.2027732,464.2931055,9.492483366,226.5396985,78.16329052,4.274876059,1419.188068,46.28461651,1097.096408,-,PD,Thermal fault LOW temperature,Warning,Ethane & Carbon Dioxide,Arcing
87.26277821,132.2010714,60.80097248,101.7418854,122.4827231,4.045053971,10613.70568,0.347469654,561.7929939,-,-,-,Warning,CO? & CO,Overheating
92.64133359,312.8303008,32.02001617,164.1360915,23.53362226,0.047510264,10534.27546,16.0044865,733.7212241,-,Electrical and thermal fault,No diagnosis available,Warning,CO? & CO,PD
90.46181475,424.2418825,45.19110349,289.3002054,144.5133008,2.465958964,1332.243447,45.04305429,365.5337895,-,Electrical and thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,Overheating
14.46044501,609.5801164,46.63351374,255.8584039,131.781876,3.06100388,8682.460473,16.41290622,1050.641444,-,-,Thermal fault LOW temperature,Warning,CO,Electrical
140.0433099,267.6811792,96.00991648,316.5852731,104.8240043,3.714793692,1316.462024,47.57667978,1264.090676,-,Thermal fault,Discharges + overheating,Warning,CO? & CO,Overheating
28.18693952,1411.242985,14.83315176,207.9191847,36.74004565,4.168277126,8119.221774,26.20585421,1155.682265,-,-,Discharges + overheating,Warning,Ethane & Carbon Dioxide,PD
48.51437766,50.42985686,21.4336466,186.1017089,20.98773938,3.656028191,9868.806008,0.369853214,377.7736257,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,-,Thermal
44.23256504,1468.548681,44.75128415,206.6512887,2.028680362,3.568971156,9815.720559,7.003865918,39.26085987,-,Thermal fault 300°C-700°C,-,Warning,CO? & CO,Arcing
84.94868688,1480.595549,61.61335632,382.5690087,61.37238002,3.845862305,9353.50371,43.79551745,902.4783632,-,-,No diagnosis available,Warning,Carbon Dioxide (CO?),Arcing
3.514530325,844.8669429,0.251031141,83.25923147,147.2801934,4.852611236,10778.40124,34.69217413,1299.08547,-,Thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,Electrical
128.7453724,47.78693672,79.6896097,392.6849495,90.09223367,1.272001711,3968.412831,46.90179115,131.3654525,-,Thermal fault,-,Warning,CO? & CO,Overheating
95.09534427,1156.035074,30.40362271,353.2692183,16.18401265,1.481263346,5878.360428,18.53534133,190.569503,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,C?H?,Overheating
148.8230554,758.0558814,94.36769207,32.96993893,86.26372233,3.891686177,7315.860289,9.647942264,83.95733113,-,Electrical and thermal fault,-,Warning,Ethane & Carbon Dioxide,Arcing
77.68435079,1415.882246,98.95402542,359.5648096,38.14072923,1.018793438,1476.32302,12.77991606,959.7881435,-,-,Discharges + overheating,Warning,CO,Electrical
33.60116026,250.2381334,79.73289331,318.9844806,72.56701123,1.387996381,4479.132635,12.06857727,1449.693454,-,-,No diagnosis available,Warning,Carbon Dioxide (CO?),Overheating
11.20912296,1228.199175,63.24670296,192.9040863,13.73961204,0.37303488,2446.554436,10.92319005,100.4194167,-,Thermal fault 300°C-700°C,-,Warning,CO? & CO,Thermal
91.84655601,391.8072758,24.63230956,48.17314218,65.74795359,2.451394115,9791.523518,46.65822818,479.2348278,-,PD,Discharges + overheating,Warning,Ethane & Carbon Dioxide,Overheating
123.648698,28.81906196,37.35353308,77.13751029,148.9410221,4.421189446,10893.80042,16.93293214,1411.186246,-,Thermal fault,No diagnosis available,Warning,Ethane & Carbon Dioxide,Thermal
134.182506,615.9578945,67.38089494,173.8124293,86.64221157,2.610958131,6874.044783,35.8107132,133.8576931,-,Thermal fault,No diagnosis available,Warning,CO? & CO,Electrical
4.659350934,185.5700096,52.29180681,90.77343825,117.3467834,4.333941454,7534.666855,35.58434032,466.6168833,-,PD,-,Warning,Ethane & Carbon Dioxide,Thermal
23.7405741,162.4102048,73.05524578,96.7237872,50.00926475,3.84332134,3975.039799,11.88545018,170.5672643,-,Thermal fault 300°C-700°C,No diagnosis available,Warning,Ethane & Carbon Dioxide,PD
112.3986276,760.5487783,55.50191109,343.0388839,122.6798642,1.590467607,1747.396829,4.456052024,536.018998,-,Electrical and thermal fault,-,Warning,CO,Arcing
